2018-09-03 15:33:04,049 - root - INFO - ############################### START ###############################
2018-09-03 15:33:06,688 - root - INFO - SUCCESS    Start a new browser: chrome, Spend 2.6389999389648438 seconds
2018-09-03 15:33:07,798 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.1080002784729004 seconds
2018-09-03 15:33:10,518 - root - INFO - SUCCESS    Navigated to http://t.itaojin.cn, Spend 2.7109999656677246 seconds
2018-09-03 15:33:12,295 - root - INFO - SUCCESS    Clicked element: <class->login-btn>, Spend 1.7760000228881836 seconds
2018-09-03 15:33:12,401 - root - INFO - SUCCESS    Clicked element: <class->register-status>, Spend 0.10500001907348633 seconds
2018-09-03 15:33:12,479 - root - INFO - SUCCESS    Clear and type element: <class->phone> content: 1398089145011, Spend 0.07700014114379883 seconds
2018-09-03 15:33:12,543 - root - INFO - SUCCESS    Clear and type element: <class->password> content: 123456, Spend 0.06499981880187988 seconds
2018-09-03 15:33:12,611 - root - INFO - SUCCESS    Clicked element: <css->#customer-login > div > div > form > dl.btn > dd > input>, Spend 0.06600022315979004 seconds
2018-09-03 15:33:27,631 - root - INFO - SUCCESS    Get current window title, Spend 0.01900005340576172 seconds
2018-09-03 15:33:27,777 - root - INFO - SUCCESS    Clicked element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>, Spend 0.1359999179840088 seconds
2018-09-03 15:33:32,894 - root - INFO - FAIL    Click element: <class->icon-icon-test> open a new window and swich into, Spend 0.09500002861022949 seconds
2018-09-03 15:33:35,019 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 2.107999801635742 seconds
2018-09-03 15:33:35,020 - root - INFO - ###############################  End  ###############################
