2018-09-04 11:23:52,837 - root - INFO - ############################### START ###############################
2018-09-04 11:23:55,543 - root - INFO - SUCCESS    Start a new browser: chrome, Spend 2.6039998531341553 seconds
2018-09-04 11:23:56,688 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.1449999809265137 seconds
2018-09-04 11:23:59,488 - root - INFO - SUCCESS    Navigated to http://t.itaojin.cn, Spend 2.7839999198913574 seconds
2018-09-04 11:24:01,020 - root - INFO - SUCCESS    Clicked element: <class->login-btn>, Spend 1.5309998989105225 seconds
2018-09-04 11:24:01,120 - root - INFO - SUCCESS    Clicked element: <class->register-status>, Spend 0.09799981117248535 seconds
2018-09-04 11:24:01,201 - root - INFO - SUCCESS    Clear and type element: <class->phone> content: 1398089145011, Spend 0.08100032806396484 seconds
2018-09-04 11:24:01,268 - root - INFO - SUCCESS    Clear and type element: <class->password> content: 123456, Spend 0.06599974632263184 seconds
2018-09-04 11:24:01,331 - root - INFO - SUCCESS    Clicked element: <css->#customer-login > div > div > form > dl.btn > dd > input>, Spend 0.062000274658203125 seconds
2018-09-04 11:24:06,349 - root - INFO - SUCCESS    Get current window title, Spend 0.01699995994567871 seconds
2018-09-04 11:24:06,407 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.04499983787536621 seconds
2018-09-04 11:24:07,444 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 11:24:08,471 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.02499985694885254 seconds
2018-09-04 11:24:09,482 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.009000301361083984 seconds
2018-09-04 11:24:10,517 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03399991989135742 seconds
2018-09-04 11:24:11,536 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.017999887466430664 seconds
2018-09-04 11:24:12,566 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.029000043869018555 seconds
2018-09-04 11:24:13,602 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 11:24:14,636 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.031999826431274414 seconds
2018-09-04 11:24:15,673 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.034999847412109375 seconds
2018-09-04 11:24:16,848 - root - INFO - SUCCESS    Clicked element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>, Spend 0.17400002479553223 seconds
2018-09-04 11:24:21,943 - root - INFO - SUCCESS    Click element: <class->icon-icon-test> open a new window and swich into, Spend 0.06800007820129395 seconds
2018-09-04 11:24:24,387 - root - INFO - SUCCESS    Get current window title, Spend 2.444000005722046 seconds
2018-09-04 11:24:24,438 - root - INFO - SUCCESS    Get element text element: <css->.call>.switch>, Spend 0.03299999237060547 seconds
2018-09-04 11:24:24,466 - root - INFO - SUCCESS    Get element text element: <css->.balance>, Spend 0.0279998779296875 seconds
2018-09-04 11:24:24,494 - root - INFO - SUCCESS    Get element text element: <css->.choose-label>, Spend 0.0280001163482666 seconds
2018-09-04 11:24:24,521 - root - INFO - SUCCESS    Get element text element: <css->.call > .switch > ul > li.on>, Spend 0.026000022888183594 seconds
2018-09-04 11:24:24,549 - root - INFO - SUCCESS    Get element text element: <css->.call > .switch > ul > li.off>, Spend 0.02700018882751465 seconds
2018-09-04 11:24:24,578 - root - INFO - SUCCESS    Get element text element: <css->div.pull-left.callout-data > .data-content> .fieldset> dl:nth-child(1) > dd:nth-child(2)>, Spend 0.0279998779296875 seconds
2018-09-04 11:24:24,606 - root - INFO - SUCCESS    Get element text element: <css->section > dl:nth-child(2) > dd:nth-child(4)>, Spend 0.0280001163482666 seconds
2018-09-04 11:24:24,637 - root - INFO - SUCCESS    Get element text element: <css->section > dl:nth-child(1) > dd:nth-child(4)>, Spend 0.028999805450439453 seconds
2018-09-04 11:24:24,668 - root - INFO - SUCCESS    Get element text element: <css->div.pull-left.callout-data > div > section > dl:nth-child(2) > dd.c-green>, Spend 0.029999971389770508 seconds
2018-09-04 11:24:24,698 - root - INFO - SUCCESS    Get element text element: <css->div.pull-left.callout-data > .data-content> .fieldset> dl:nth-child(3) > dd:nth-child(2)>, Spend 0.029000282287597656 seconds
2018-09-04 11:24:24,726 - root - INFO - SUCCESS    Get element text element: <css->div.pull-left.callout-data > .data-content> .fieldset> dl:nth-child(3) > dd:nth-child(4)>, Spend 0.0279998779296875 seconds
2018-09-04 11:24:24,755 - root - INFO - SUCCESS    Get element text element: <css->div.pull-left.call-data > .data-content> .fieldset > dl:nth-child(1) >dd>, Spend 0.0280001163482666 seconds
