2018-09-04 14:29:29,945 - root - INFO - ############################### START ###############################
2018-09-04 14:29:32,645 - root - INFO - SUCCESS    Start a new browser: chrome, Spend 2.6059999465942383 seconds
2018-09-04 14:29:33,777 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.1309998035430908 seconds
2018-09-04 14:29:36,095 - root - INFO - SUCCESS    Navigated to http://t.itaojin.cn, Spend 2.3000001907348633 seconds
2018-09-04 14:29:37,383 - root - INFO - SUCCESS    Clicked element: <class->login-btn>, Spend 1.2869999408721924 seconds
2018-09-04 14:29:37,473 - root - INFO - SUCCESS    Clicked element: <class->register-status>, Spend 0.08999991416931152 seconds
2018-09-04 14:29:37,564 - root - INFO - SUCCESS    Clear and type element: <class->phone> content: 1398089145011, Spend 0.08999991416931152 seconds
2018-09-04 14:29:37,634 - root - INFO - SUCCESS    Clear and type element: <class->password> content: 123456, Spend 0.07000017166137695 seconds
2018-09-04 14:29:37,702 - root - INFO - SUCCESS    Clicked element: <css->#customer-login > div > div > form > dl.btn > dd > input>, Spend 0.06699991226196289 seconds
2018-09-04 14:29:42,721 - root - INFO - SUCCESS    Get current window title, Spend 0.01699995994567871 seconds
2018-09-04 14:29:42,791 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.05900001525878906 seconds
2018-09-04 14:29:43,827 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:29:44,865 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:29:45,902 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.034999847412109375 seconds
2018-09-04 14:29:46,939 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:29:47,958 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.018000125885009766 seconds
2018-09-04 14:29:48,990 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.029999971389770508 seconds
2018-09-04 14:29:50,027 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:29:51,063 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03400015830993652 seconds
2018-09-04 14:29:52,248 - root - INFO - SUCCESS    Clicked element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>, Spend 0.1830000877380371 seconds
2018-09-04 14:29:55,405 - root - INFO - SUCCESS    Click element: <class->icon-icon-test> open a new window and swich into, Spend 0.1359999179840088 seconds
2018-09-04 14:29:58,330 - root - INFO - SUCCESS    Get current window title, Spend 2.9250001907348633 seconds
2018-09-04 14:30:00,506 - root - INFO - SUCCESS    Clicked element: <css->.icon-call>, Spend 0.0840001106262207 seconds
2018-09-04 14:30:03,714 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 2.1050002574920654 seconds
2018-09-04 14:30:03,715 - root - INFO - ###############################  End  ###############################
