2018-09-04 14:32:47,719 - root - INFO - ############################### START ###############################
2018-09-04 14:32:50,898 - root - INFO - SUCCESS    Start a new browser: chrome, Spend 3.0850000381469727 seconds
2018-09-04 14:32:52,044 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.1459999084472656 seconds
2018-09-04 14:32:54,301 - root - INFO - SUCCESS    Navigated to http://t.itaojin.cn, Spend 2.239000082015991 seconds
2018-09-04 14:32:56,682 - root - INFO - SUCCESS    Clicked element: <class->login-btn>, Spend 2.379999876022339 seconds
2018-09-04 14:32:56,779 - root - INFO - SUCCESS    Clicked element: <class->register-status>, Spend 0.09599995613098145 seconds
2018-09-04 14:32:56,863 - root - INFO - SUCCESS    Clear and type element: <class->phone> content: 1398089145011, Spend 0.08300018310546875 seconds
2018-09-04 14:32:56,930 - root - INFO - SUCCESS    Clear and type element: <class->password> content: 123456, Spend 0.06700015068054199 seconds
2018-09-04 14:32:56,987 - root - INFO - SUCCESS    Clicked element: <css->#customer-login > div > div > form > dl.btn > dd > input>, Spend 0.056999921798706055 seconds
2018-09-04 14:33:02,004 - root - INFO - SUCCESS    Get current window title, Spend 0.015000104904174805 seconds
2018-09-04 14:33:02,057 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.0429997444152832 seconds
2018-09-04 14:33:03,090 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.031999826431274414 seconds
2018-09-04 14:33:04,123 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.031000137329101562 seconds
2018-09-04 14:33:05,159 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03400015830993652 seconds
2018-09-04 14:33:06,195 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:33:07,227 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.029000282287597656 seconds
2018-09-04 14:33:08,264 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:33:09,302 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.034999847412109375 seconds
2018-09-04 14:33:10,339 - root - INFO - SUCCESS    Get attribute element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>,attribute: value, Spend 0.03500008583068848 seconds
2018-09-04 14:33:11,523 - root - INFO - SUCCESS    Clicked element: <css->body > div.modal.fade.in > div > div > div.modal-body > form > div.btn-box > input>, Spend 0.18200016021728516 seconds
2018-09-04 14:33:14,663 - root - INFO - SUCCESS    Click element: <class->icon-icon-test> open a new window and swich into, Spend 0.11800003051757812 seconds
2018-09-04 14:33:15,788 - root - INFO - SUCCESS    Get current window title, Spend 1.125 seconds
2018-09-04 14:33:18,955 - root - INFO - SUCCESS    Clicked element: <css->.icon-call>, Spend 0.07300019264221191 seconds
2018-09-04 14:33:22,150 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 2.117999792098999 seconds
2018-09-04 14:33:22,151 - root - INFO - ###############################  End  ###############################
